transaction_id,amount,type,date_time,status,paid_amount,platform,invoice_id
TXN001,38940,Pago de Factura,2024-06-01 10:00:00,Pendiente,0,Nequi
TXN002,75145,Pago de Factura,2024-07-09 12:00:00,Pendiente,75145,Daviplata
TXN003,179217,Pago de Factura,2024-06-13 10:00:00,Fallida,179217,Daviplata
TXN004,51767,Pago de Factura,2024-07-26 13:00:00,Fallida,51767,Daviplata
TXN005,156501,Pago de Factura,2024-07-28 06:00:00,Completada,156501,Daviplata
TXN006,32428,Pago de Factura,2024-07-16 21:00:00,Completada,32428,Nequi
TXN007,75301,Pago de Factura,2024-07-26 22:00:00,Pendiente,0,Daviplata
TXN008,16870,Pago de Factura,2024-06-17 16:00:00,Pendiente,16870,Nequi
TXN009,21794,Pago de Factura,2024-07-10 23:00:00,Fallida,21794,Nequi
TXN010,193307,Pago de Factura,2024-06-19 23:00:00,Completada,0,Daviplata
TXN011,159093,Pago de Factura,2024-06-01 06:00:00,Completada,0,Daviplata
TXN012,174518,Pago de Factura,2024-07-12 19:00:00,Pendiente,0,Nequi
TXN013,110254,Pago de Factura,2024-07-04 12:00:00,Fallida,0,Daviplata
TXN014,162283,Pago de Factura,2024-07-12 04:00:00,Pendiente,0,Nequi
TXN015,22161,Pago de Factura,2024-06-21 12:00:00,Pendiente,22161,Daviplata
TXN016,195775,Pago de Factura,2024-07-08 12:00:00,Pendiente,195775,Daviplata
TXN017,20824,Pago de Factura,2024-06-27 03:00:00,Fallida,20824,Nequi
TXN018,191134,Pago de Factura,2024-07-09 05:00:00,Completada,0,Nequi
TXN019,62979,Pago de Factura,2024-06-16 20:00:00,Completada,0,Daviplata
TXN020,36472,Pago de Factura,2024-06-08 22:00:00,Fallida,0,Daviplata
TXN021,127881,Pago de Factura,2024-06-16 06:00:00,Completada,127881,Nequi
TXN022,26317,Pago de Factura,2024-07-30 03:00:00,Fallida,0,Daviplata
TXN023,147364,Pago de Factura,2024-07-27 01:00:00,Pendiente,147364,Nequi
TXN024,153404,Pago de Factura,2024-06-26 01:00:00,Pendiente,153404,Daviplata
TXN025,14210,Pago de Factura,2024-07-07 10:00:00,Completada,0,Nequi
TXN026,49012,Pago de Factura,2024-06-08 19:00:00,Completada,49012,Daviplata
TXN027,40302,Pago de Factura,2024-06-28 06:00:00,Fallida,40302,Daviplata
TXN028,27833,Pago de Factura,2024-07-03 01:00:00,Pendiente,27833,Daviplata
TXN029,30313,Pago de Factura,2024-07-29 02:00:00,Fallida,0,Nequi
TXN030,134884,Pago de Factura,2024-07-26 20:00:00,Fallida,134884,Daviplata
TXN031,28982,Pago de Factura,2024-07-03 10:00:00,Completada,28982,Nequi
TXN032,158030,Pago de Factura,2024-06-15 17:00:00,Pendiente,158030,Nequi
TXN033,196009,Pago de Factura,2024-06-24 08:00:00,Fallida,196009,Daviplata
TXN034,68526,Pago de Factura,2024-06-22 17:00:00,Pendiente,68526,Daviplata
TXN035,165287,Pago de Factura,2024-06-23 12:00:00,Completada,0,Nequi
TXN036,178265,Pago de Factura,2024-06-28 11:00:00,Fallida,178265,Nequi
TXN037,98069,Pago de Factura,2024-07-23 18:00:00,Completada,98069,Nequi
TXN038,153150,Pago de Factura,2024-07-28 00:00:00,Completada,153150,Nequi
TXN039,86902,Pago de Factura,2024-06-05 12:00:00,Pendiente,0,Daviplata
TXN040,96457,Pago de Factura,2024-06-28 04:00:00,Pendiente,96457,Nequi
TXN041,145586,Pago de Factura,2024-06-07 20:00:00,Fallida,0,Daviplata
TXN042,163425,Pago de Factura,2024-07-15 19:00:00,Fallida,163425,Nequi
TXN043,186218,Pago de Factura,2024-07-26 02:00:00,Pendiente,186218,Nequi
TXN044,159000,Pago de Factura,2024-07-12 01:00:00,Fallida,159000,Daviplata
TXN045,94554,Pago de Factura,2024-07-21 21:00:00,Pendiente,94554,Daviplata
TXN046,152659,Pago de Factura,2024-07-26 11:00:00,Fallida,0,Daviplata
TXN047,165021,Pago de Factura,2024-06-05 17:00:00,Pendiente,0,Daviplata
TXN048,115066,Pago de Factura,2024-06-10 10:00:00,Completada,0,Daviplata
TXN049,161029,Pago de Factura,2024-06-03 20:00:00,Completada,0,Daviplata
TXN050,167924,Pago de Factura,2024-07-29 03:00:00,Completada,167924,Nequi
TXN051,147991,Pago de Factura,2024-07-24 19:00:00,Pendiente,0,Daviplata
TXN052,124048,Pago de Factura,2024-07-26 11:00:00,Completada,124048,Nequi
TXN053,138162,Pago de Factura,2024-07-13 23:00:00,Completada,0,Nequi
TXN054,161137,Pago de Factura,2024-06-28 00:00:00,Fallida,161137,Nequi
TXN055,35669,Pago de Factura,2024-06-17 03:00:00,Fallida,0,Daviplata
TXN056,67867,Pago de Factura,2024-07-06 07:00:00,Fallida,0,Nequi
TXN057,58242,Pago de Factura,2024-07-25 20:00:00,Fallida,0,Nequi
TXN058,113319,Pago de Factura,2024-06-09 20:00:00,Pendiente,113319,Nequi
TXN059,37708,Pago de Factura,2024-07-11 23:00:00,Completada,37708,Daviplata
TXN060,54969,Pago de Factura,2024-07-20 16:00:00,Pendiente,0,Nequi
TXN061,51411,Pago de Factura,2024-07-08 23:00:00,Completada,0,Daviplata
TXN062,45233,Pago de Factura,2024-07-17 05:00:00,Completada,45233,Nequi
TXN063,99926,Pago de Factura,2024-06-10 01:00:00,Fallida,0,Nequi
TXN064,31572,Pago de Factura,2024-06-20 12:00:00,Completada,31572,Nequi
TXN065,123720,Pago de Factura,2024-06-14 03:00:00,Pendiente,0,Nequi
TXN066,17171,Pago de Factura,2024-07-29 14:00:00,Fallida,0,Daviplata
TXN067,56259,Pago de Factura,2024-07-23 09:00:00,Fallida,0,Daviplata
TXN068,196548,Pago de Factura,2024-06-20 22:00:00,Fallida,0,Daviplata
TXN069,93635,Pago de Factura,2024-06-20 18:00:00,Completada,0,Daviplata
TXN070,58585,Pago de Factura,2024-07-15 21:00:00,Completada,58585,Daviplata
TXN071,86244,Pago de Factura,2024-06-06 18:00:00,Completada,0,Daviplata
TXN072,55572,Pago de Factura,2024-07-18 20:00:00,Fallida,0,Nequi
TXN073,50713,Pago de Factura,2024-06-21 06:00:00,Fallida,50713,Nequi
TXN074,129480,Pago de Factura,2024-06-29 18:00:00,Completada,129480,Nequi
TXN075,41657,Pago de Factura,2024-07-03 20:00:00,Completada,41657,Daviplata
TXN076,126084,Pago de Factura,2024-06-15 11:00:00,Completada,0,Daviplata
TXN077,190936,Pago de Factura,2024-06-04 07:00:00,Fallida,0,Nequi
TXN078,78561,Pago de Factura,2024-06-21 21:00:00,Fallida,78561,Nequi
TXN079,162844,Pago de Factura,2024-07-23 11:00:00,Completada,162844,Nequi
TXN080,80235,Pago de Factura,2024-06-29 15:00:00,Fallida,0,Nequi
TXN081,158138,Pago de Factura,2024-06-18 00:00:00,Pendiente,0,Daviplata
TXN082,101593,Pago de Factura,2024-06-06 15:00:00,Pendiente,101593,Daviplata
TXN083,103741,Pago de Factura,2024-06-22 03:00:00,Pendiente,103741,Daviplata
TXN084,41300,Pago de Factura,2024-07-04 02:00:00,Pendiente,0,Daviplata
TXN085,89956,Pago de Factura,2024-06-19 11:00:00,Completada,0,Daviplata
TXN086,165402,Pago de Factura,2024-07-13 05:00:00,Completada,165402,Nequi
TXN087,106689,Pago de Factura,2024-07-04 09:00:00,Pendiente,106689,Nequi
TXN088,22411,Pago de Factura,2024-06-14 11:00:00,Completada,22411,Nequi
TXN089,11359,Pago de Factura,2024-06-27 05:00:00,Pendiente,11359,Daviplata
TXN090,79808,Pago de Factura,2024-06-08 10:00:00,Pendiente,0,Nequi
TXN091,42648,Pago de Factura,2024-07-05 21:00:00,Pendiente,42648,Nequi
TXN092,101468,Pago de Factura,2024-06-03 05:00:00,Pendiente,0,Daviplata
TXN093,115488,Pago de Factura,2024-06-21 17:00:00,Pendiente,0,Daviplata
TXN094,61920,Pago de Factura,2024-07-26 00:00:00,Completada,0,Daviplata
TXN095,141510,Pago de Factura,2024-07-23 20:00:00,Fallida,141510,Nequi
TXN096,39792,Pago de Factura,2024-07-08 19:00:00,Pendiente,39792,Daviplata
TXN097,87689,Pago de Factura,2024-07-09 05:00:00,Completada,0,Daviplata
TXN098,178739,Pago de Factura,2024-07-06 00:00:00,Fallida,0,Nequi
TXN099,105611,Pago de Factura,2024-07-27 10:00:00,Fallida,0,Daviplata
TXN100,141787,Pago de Factura,2024-07-11 07:00:00,Fallida,141787,Daviplata